SKU,Actual Size On TEMU,Quantity,Tracking
M022Red3XL,Red / 3XL,1,9300111038400046458593
M022RedL,Red / L,1,9300111038400046440161
M022White1X,White / 1XL,1,9300111038400046354826
M022White2XL,White / 2XL,1,9300111038400046455264
M022White3X,White / 3XL,1,9300111038400046354949
M022White3X,White / 3XL,1,9300111038400046356547
M022White3X,White / 3XL,1,9300111038400046356660
M022White3X,White / 3XL,1,9300111038400046353096
M058 black M,黑色 / M,1,9300111038400046411871
M058 black S,黑色 / S,1,9300111038400046411888
N95401BlackL,Black / L,1,9300111038400046478133
N95401DenimXL,Denim / XL,1,9334611038400006635097
N95401FuchsiaM,Fuchsia / M,1,9300111038400046477723
N95401FuchsiaXL,Fuchsia / XL,1,9334611038400006635097
N95401MelonL,Melon / L,1,9334611038400006635097
N95401NavyL,Navy / L,1,9300111038400046477709
N95401NavyXL,Navy / XL,1,9334611038400006635097
N95401PinkGinghamPrL,Pink Gingham Print / L,1,9334611038400006635097
N95401RedGinghamPrXL,Red Gingham Print / XL,1,9300111038400046478386
N95401TurqStripeXL,Turq Stripe / XL,1,9334611038400006635097
NS95401BlueGhL,BlueGinghamPrint / L,1,9300111038400046354680
NS95401BlueGhM,BlueGinghamPrint / M,1,9300111038400046355038
NS95401HoundsXL,HoundstoothPrint / XL,1,9300111038400046356585
ST366LimeGreen8,LimeGreen / S,1,9300111038400046458937
ST366LimeGreen8,LimeGreen / S,1,9300111038400046455202
0066BachelorButtonL,孔雀蓝 / L,1,9334611038400006682176
0066BachelorButtonM,孔雀蓝 / M,1,9334611038400006682220
0066BachelorButtonPL,深天蓝 / petite M,1,9300111038400047435104
0066BachelorButtonPL,深天蓝 / petite M,1,9300111038400047434916
0066BachelorButtonPL,深天蓝 / petite M,1,9300111038400047435302
0066BachelorButtonPXL,深天蓝 / petite L,1,9300111038400047434701
0066BachelorButtonPXL,深天蓝 / petite L,1,9300111038400047436972
0066BachelorButtonS,孔雀蓝 / S,1,9300111038400047434404
0066BachelorButtonXL,孔雀蓝 / XL,1,9300111038400047435432
0066BachelorButtonXL,孔雀蓝 / XL,1,9334611038400006682138
0066DazzlingBlueL,道奇蓝 / L,1,9300111038400047437030
0066DazzlingBluePS,亮钢蓝 / petite XS,1,9300111038400047426355
0066DazzlingBluePXL,亮钢蓝 / petite L,1,9300111038400047434527
0066DazzlingBluePXL,亮钢蓝 / petite L,1,9300111038400047436088
0066DazzlingBluePXL,亮钢蓝 / petite L,1,9300111038400047435425
0066LivingCoralL,橙红色 / L,1,9300111038400047435937
0066LivingCoralL,橙红色 / L,1,9334611038400006682176
0066LivingCoralPL,橙红色 / petite M,1,9300111038400047435104
0066LivingCoralPL,橙红色 / petite M,1,9300111038400047434541
0066LivingCoralPXL,LivingCoral / petite L,1,9300111038400047147472
0066LivingCoralXL,橙红色 / XL,1,9300111038400047435692
0066LivingCoralXL,橙红色 / XL,1,9300111038400047435579
0066LivingCoralXL,橙红色 / XL,1,9334611038400006682138
0066NileL,抹茶色 / L,1,9334611038400006682183
0066NileL,抹茶色 / L,1,9300111038400047435494
0066NileM,抹茶色 / M,1,9300111038400047435500
0066NileM,抹茶色 / M,1,9334611038400006682220
0066NileS,抹茶色 / S,1,9300111038400047434428
0066NileXL,抹茶色 / XL,1,9300111038400047434886
0066NileXL,抹茶色 / XL,1,9300111038400047435562
0066PinkYarrowL,亮粉色 / L,1,9334611038400006682176
0066PinkYarrowM,亮粉色 / M,1,9334611038400006682152
0066PinkYarrowPL,深粉红 / petite M,1,9300111038400047435241
0066PinkYarrowS,亮粉色 / S,1,9300111038400047434732
0066PinkYarrowXL,亮粉色 / XL,1,9334611038400006682138
0066PinkYarrowXL,亮粉色 / XL,1,9300111038400047435487
0066PrismPinkL,藕色 / L,1,9334611038400006682183
0066PrismPinkL,藕色 / L,1,9300111038400047436071
0066PrismPinkXL,藕色 / XL,1,9300111038400047435357
0066SeafoamL,浅蓝色 / L,1,9300111038400047435258
0066SeafoamL,浅蓝色 / L,1,9334611038400006682176
0066SeafoamL,浅蓝色 / L,1,9300111038400047437023
0066SeafoamM,浅蓝色 / M,1,9300111038400047435388
0066SeafoamPXL,浅蓝色 / petite L,1,9300111038400047434633
0066SilverPXL,银灰色 / petite L,1,9334611038400006682183
0066SkivvyPinkPL,杏色 / petite M,1,9300111038400047436156
0066SkivvyPinkPL,杏色 / petite M,1,9300111038400047434893
0066SkivvyPinkPS,杏色 / petite XS,1,9300111038400047434732
0066SkivvyPinkPXL,杏色 / petite L,1,9334611038400006682183
0066StoneL,小麦色 / L,1,9334611038400006682183
0066StoneM,小麦色 / M,1,9300111038400047434657
0066StoneM,小麦色 / M,1,9334611038400006682152
0066StoneM,小麦色 / M,1,9200190371472953052148
0066StoneM,小麦色 / M,1,9334611038400006682220
0066StoneS,小麦色 / S,1,9300111038400047426355
0066StoneXL,Stone / XL,1,9300111038400047460267
0066StoneXL,小麦色 / XL,1,9300111038400047435975
0066StoneXL,小麦色 / XL,1,9300111038400047435425
0066SummerGreenM,绿黄色 / M,1,9300111038400047434596
0066SummerGreenM,绿黄色 / M,1,9334611038400006682152
0066SummerGreenM,绿黄色 / M,1,9300111038400047437054
0066SummerGreenXL,绿黄色 / XL,1,9300111038400047434886
0066SummerGreenXL,绿黄色 / XL,1,9334611038400006682138
0066SunlightL,黄色 / L,1,9300111038400047435937
0066SunlightM,黄色 / M,1,9300111038400047434763
0066SunlightM,黄色 / M,1,9334611038400006682152
0066SunlightM,黄色 / M,1,9334611038400006682220
0066SunlightS,黄色 / S,1,9300111038400047435067
0066SunlightXL,黄色 / XL,1,9300111038400047435890
0066SunlightXL,黄色 / XL,1,9300111038400047434398
0066SunlightXL,黄色 / XL,1,9334611038400006682138
0066SunlightXL,黄色 / XL,1,9300111038400047434497
0066WhiteL,白色 / L,1,9300111038400047434695
0066WhiteM,白色 / M,1,9300111038400047435272
0066WhiteM,白色 / M,1,9334611038400006682152
0066WhiteM,白色 / M,1,9300111038400047437009
0066WhitePL,白色 / petite M,1,9300111038400047435241
0066WhitePXL,白色 / petite L,1,9300111038400047435869
0066WhiteXL,白色 / XL,1,9300111038400047435913
0066WhiteXL,白色 / XL,1,9300111038400047434374
0066WhiteXL,白色 / XL,1,9334611038400006682138
0066WhiteXL,白色 / XL,1,9300111038400047434282
0069BlackM,Black / M,1,9300111038400047478675
0069BlackS,Black / S,1,9300111038400047478798
0069BlackXL,Black / XL,1,9300111038400047479306
0069LivingCoralXL,LivingCoral / XL,1,9334611038400006684163
0069NileXL,Nile / XL,1,9300111038400047434329
0069NileXL,Nile / XL,1,9300111038400047434305
0069NileXL,Nile / XL,1,9300111038400047434299
0069SeaFoamXL,SeaFoam / XL,2,9334611038400006684163
0069SilverM,Silver / M,1,9300111038400047478910
0069SilverM,Silver / M,1,9300111038400047479290
0069SilverXL,Silver / XL,1,9300111038400047434824
0069SilverXL,Silver / XL,1,9300111038400047434299
0069SilverXL,Silver / XL,1,9300111038400047434800
0069SkivvyPinkL,SkivvyPink / L,1,9300111038400047435234
0069SkivvyPinkPL,SkivvyPink / petite M,1,9300111038400047435081
0069SkivvyPinkPXL,SkivvyPink / petite L,1,9300111038400047435111
0069SkivvyPinkXL,SkivvyPink / XL,2,9334611038400006684163
0069StoneM,Stone / M,1,9300111038400047479290
0069SummerGreenM0069Su,SummerGreen / M,1,9300111038400047479290
0069SummerGreenXL,SummerGreen / XL,1,9300111038400047478620
0069SunlightM,Sunlight / M,1,9300111038400047434961
0069SunlightM,Sunlight / M,1,9300111038400047434718
0069SunlightXL,Sunlight / XL,1,9300111038400047437078
0069WhiteL,White / L,1,9300111038400047478767
0069WhiteL,White / L,1,9300111038400047478699
0069WhiteL,White / L,1,9300111038400047478682
0069WhiteL,White / L,1,9300111038400047436033
0069WhiteM,White / M,1,9300111038400047478958
0069WhiteM,White / M,1,9300111038400047472833
0069WhiteS,White / S,1,9300111038400047479030
0069WhiteS,White / S,1,9300111038400047435920
0069WhiteXL,White / XL,1,9300111038400047478507
0069WhiteXL,White / XL,1,9300111038400047479276
0069WhiteXL,White / XL,1,9300111038400047479610
0069WhiteXL,White / XL,1,9300111038400047479177
0069WhiteXL,White / XL,1,9300111038400047479528
0070 Black XL,黑色 / XL,1,9300111038400047502431
0070 living coral XL,桔红色 / XL,1,9300111038400047479474
0070 pink yarrow L,亮粉色 / L,1,9300111038400047515424
0070 summer green S,浅绿色 / S,1,9300111038400047525324
0071BachelorButtonM,BachelorButton / M,1,9300111038400047454181
0071BachelorButtonM,BachelorButton / M,1,9300111038400047466832
0071BachelorButtonS,BachelorButton / S,1,9300111038400047466986
0071BlackXL,Black / XL,1,9334611038400006686389
0071KhakiM,Khaki / M,2,9300111038400047143894
0071LivingCoralL,LivingCoral / L,1,9300111038400047132294
0071LivingCoralM,Living Coral / M,1,9300111038400047510399
0071LivingCoralM,Living Coral / M,1,9300111038400047511013
0071LivingCoralM,Living Coral / M,1,9300111038400047510764
0071LivingCoralM,Living Coral / M,1,9300111038400047525430
0071LivingCoralXL,Living Coral / XL,1,9300111038400047502431
0071LivingCoralXL,Living Coral / XL,1,9300111038400047515080
0071LivingCoralXL,Living Coral / XL,1,9300111038400047515264
0071LivingCoralXL,Living Coral / XL,1,9300111038400047515790
0071LivingCoralXL,Living Coral / XL,1,9300111038400047516162
0071PinkYarrowL,PinkYarrow / L,1,9300111038400047132294
0071SilverM,Silver / M,1,9300111038400047138364
0071SkivvyPinkL,SkivvyPink / L,1,9334611038400006687201
0071SkivvyPinkM,SkivvyPink / M,1,9300111038400047511013
0071WhiteL,White / L,1,9300111038400047132294
0071WhiteXL,White / XL,1,9300111038400047516162
0077 black M,黑色 / M,1,9300111038400047132188
0077 black M,黑色 / M,2,9300111038400047138401
0077 black XL,黑色 / XL,1,9300111038400047138609
0077 denim L,海蓝色 / L,1,9300111038400047135332
0077 denim L,海蓝色 / L,2,9300111038400047135509
0077 denim M,海蓝色 / M,1,9300111038400047131785
0077 denim M,海蓝色 / M,1,9300111038400047135394
0077 denim S,海蓝色 / S,1,9334611038400006665261
0077 denim XL,海蓝色 / XL,1,9300111038400047131983
0077 denim XL,海蓝色 / XL,1,9300111038400047138586
0077 heather grey XL,黑灰色 / XL,1,9300111038400047131983
0077 lt green M,抹茶色 / M,1,9300111038400047132164
0077 lt green XL,抹茶色 / XL,1,9300111038400047132355
0077 lt pink M,粉红色 / M,1,9300111038400047138388
0077 lt pink XL,粉红色 / XL,1,9300111038400047132355
0077 wine M,酒红色 / M,1,9300111038400047131785
017 silver M,深空灰 / M,1,9300111038400047226498
017 silver S,深空灰 / S,1,9300111038400047226955
017 walnut M,栗色 / M,1,9300111038400047226498
017 walnut S,栗色 / S,1,9300111038400047226955
017 walnut S,栗色 / S,1,9300111038400047236060
017 walnut XL,栗色 / XL,1,9300111038400047232659
017 walnut XL,栗色 / XL,1,9300111038400047235896
017 white L,白色 / L,1,9300111038400047235759
017 white M,白色 / M,1,9300111038400047226597
017 white M,白色 / M,1,9300111038400047226597
017 white M,白色 / M,1,9300111038400047226498
017 white XL,白色 / XL,1,9300111038400047229765
017 white XL,白色 / XL,1,9300111038400047232611
017 white XL,白色 / XL,1,9300111038400047235827
017 white XL,白色 / XL,1,9300111038400047236237
017 white XL,白色 / XL,1,9300111038400047235926
2010013H taupe 10,土黄色 / M,1,9300111038400047236008
2010013H taupe 12,土黄色 / L,1,9300111038400047226511
2010013H taupe 12,土黄色 / L,1,9300111038400047236138
2010015 Navy 10,海蓝色 / M,1,9300111038400047232284
2010015 Navy 10,海蓝色 / M,1,9300111038400047226900
2010015 Navy 10,海蓝色 / M,1,9300111038400047235995
2010015 Navy 12,海蓝色 / L,1,9300111038400047229970
2010015 Navy 14,海蓝色 / XL,1,9300111038400047230006
2010015 Navy 14,海蓝色 / XL,1,9300111038400047232154
2010015 Taupe 10,土黄色 / M,1,9300111038400047217571
2010015 Taupe 10,土黄色 / M,1,9300111038400047226672
2010015 Taupe 12,土黄色 / L,1,9300111038400047229925
2010015 Taupe 14,土黄色 / XL,1,9300111038400047232703
2010015 Taupe 16,土黄色 / XXL,1,9300111038400047232642
2010015 Taupe 16,土黄色 / XXL,1,9300111038400047232741
2010015Navy14,Navy / XL,1,9300111038400047143924
2010015Navy6,Navy / XS,1,9300111038400047140541
2010015Navy8,Navy / S,1,9300111038400047133994
2010015Taupe12,Taupe / L,1,9300111038400047147649
2010015Taupe14,Taupe / XL,1,9300111038400047133963
27020069Nile2X,Nile / 2XL,1,9300111038400047467358
280 black XL,黑色 / XL,1,9300111038400047510665
50070 living coral L,桔红色 / L,1,9300111038400047435135
50070 living coral L,桔红色 / L,1,9300111038400047434831
50070 living coral L,桔红色 / L,1,9300111038400047436101
50070 living coral L,桔红色 / L,1,9300111038400047435982
50070 living coral M,桔红色 / M,1,9300111038400047435548
50070 living coral M,桔红色 / M,1,9300111038400047435418
50070 living coral M,桔红色 / M,1,9300111038400047436989
50070 living Coral S,桔红色 / S,1,9300111038400047435418
50070 living coral XL,桔红色 / XL,1,9300111038400047435326
50070 living coral XL,桔红色 / XL,1,9300111038400047434381
50070 pink yarrow L,深粉红 / L,1,9300111038400047454143
50070 pink yarrow L,深粉红 / L,1,9300111038400047459766
50070 pink yarrow L,深粉红 / L,1,9300111038400047467129
50070 pink yarrow XL,深粉红 / XL,1,9300111038400047458905
50070 skivvy pink L,粉红色 / L,1,9300111038400047454181
50070 skivvy pink L,粉红色 / L,1,9300111038400047467037
50070 skivvy pink L,粉红色 / L,1,9300111038400047468126
50070 skivvy pink L,粉红色 / L,1,9300111038400047467075
50070 skivvy pink L,粉红色 / L,1,9300111038400047434572
50070 skivvy pink M,粉红色 / M,1,9300111038400047458561
50070 skivvy pink M,粉红色 / M,1,9300111038400047459520
50070 skivvy pink M,粉红色 / M,1,9300111038400047466634
50070 skivvy pink M,粉红色 / M,1,9300111038400047467006
50070 skivvy pink S,粉红色 / S,1,9300111038400047459674
50070 skivvy pink S,粉红色 / S,1,9300111038400047467020
50070 summer green L,绿黄色 / L,1,9300111038400047459124
50070 summer green L,绿黄色 / L,1,9300111038400047435050
50070 summer green L,绿黄色 / L,1,9300111038400047435616
50070 summer green M,绿黄色 / M,1,9300111038400047466665
50070 summer green S,绿黄色 / S,1,9300111038400047435142
50070 summer green S,绿黄色 / S,1,9300111038400047436064
50070 summer green S,绿黄色 / S,1,9300111038400047437047
50070 summer green XL,绿黄色 / XL,1,9300111038400047435722
50070 summer green XL,绿黄色 / XL,1,9300111038400047434619
50070 summer green XL,绿黄色 / XL,1,9300111038400047434381
50070 summer green XL,绿黄色 / XL,1,9300111038400047435463
50070 white L,白色 / L,1,9300111038400047467679
50070 white M,白色 / M,1,9300111038400047459445
50070 white M,白色 / M,1,9300111038400047466764
50070 white M,白色 / M,1,9300111038400047467006
50070 white M,白色 / M,1,9300111038400047467914
50070 white S,白色 / S,1,9300111038400047458653
50070 white S,白色 / S,1,9300111038400047467594
50070 white S,白色 / S,1,9300111038400047468201
50070 white XL,白色 / XL,1,9300111038400047458554
50070summer green M,绿黄色 / M,1,9300111038400047435265
50070summer green M,绿黄色 / M,1,9300111038400047435531
50073L dark denim L,藏青色 / L,1,9300111038400047510979
50073L dark denim M,藏青色 / M,1,9300111038400047515240
50073L dark denim M,藏青色 / M,1,9300111038400047510603
50073L dark denim S,藏青色 / S,1,9300111038400047510481
50073L dark denim S,藏青色 / S,1,9300111038400047510832
50073L dark denim S,藏青色 / S,1,9300111038400047511334
50073L dark denim XL,藏青色 / XL,1,9300111038400047516100
50073L dark denim XL,藏青色 / XL,1,9300111038400047502639
50073L dark denim XL,藏青色 / XL,1,9300111038400047516001
50073L dark denim XL,藏青色 / XL,1,9300111038400047511310
50073L light  denim S,天蓝色 / S,1,9300111038400047509942
50073L light  denim XL,天蓝色 / XL,1,9300111038400047502639
50073L med denim M,海蓝色 / M,1,9300111038400047511235
50073L med denim XL,海蓝色 / XL,1,9300111038400047502639
50073L med denim XL,海蓝色 / XL,1,9300111038400047516001
50077 lt green XL,浅绿色 / XL,1,9300111038400047510856
5010014BlackL,黑色 / L,1,9300111038400047140428
5010014WhiteL,白色 / L,1,9300111038400047135370
5010014WhiteL,白色 / L,1,9334611038400006665230
5010014WhiteS,白色 / S,1,9300111038400047135172
5010014WhiteS,白色 / S,1,9300111038400047146055
5010014WhiteS,白色 / S,1,9300111038400047147557
5010014WhiteS,白色 / S,1,9334611038400006665193
5010014WhiteXL,白色 / XL,1,9300111038400047137923
5010014WhiteXL,白色 / XL,1,9300111038400047145942
5010015  khaki L,卡其色 / L,1,9300111038400047226993
5010015  khaki L,卡其色 / L,1,9300111038400047232291
5010015  khaki L,卡其色 / L,1,9300111038400047232369
5010015  khaki L,卡其色 / L,1,9300111038400047232710
5010015  khaki L,卡其色 / L,1,9300111038400047226511
5010015  khaki L,卡其色 / L,1,9300111038400047226887
5010015  khaki L,卡其色 / L,1,9300111038400047232017
5010015  khaki L,卡其色 / L,1,9300111038400047235858
5010015  khaki L,卡其色 / L,1,9300111038400047235971
5010015 black L,黑色 / L,1,9300111038400047230013
5010015 black L,黑色 / L,1,9300111038400047232406
5010015 black L,黑色 / L,1,9300111038400047232543
5010015 black L,黑色 / L,1,9300111038400047232109
5010015 black L,黑色 / L,1,9300111038400047226887
5010015 black L,黑色 / L,1,9300111038400047226849
5010015 black M,黑色 / M,1,9300111038400047226580
5010015 black M,黑色 / M,1,9334611038400006671422
5010015 black M,黑色 / M,1,9300111038400047226863
5010015 black M,黑色 / M,1,9334611038400006671385
5010015 black S,黑色 / S,1,9300111038400047226771
5010015 black S,黑色 / S,1,9334611038400006671460
5010015 black S,黑色 / S,1,9300111038400047226634
5010015 black S,黑色 / S,1,9300111038400047226832
5010015 black XL,黑色 / XL,1,9300111038400047226696
5010015 black XL,黑色 / XL,1,9300111038400047229505
5010015 black XL,黑色 / XL,1,9300111038400047229666
5010015 black XL,黑色 / XL,1,9300111038400047232444
